card_name,oracle_tags
"Firewild Borderpost","acceleration|activated-ability|bounce|cares-about-basic-land|cheaper-than-mv|cycle|cycle-arb-borderposts|mana-producer|mana-ramp|mana-rock|mana-rock-with-sets-mechanic|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|rescue|rescue-land|staple-with-sets-mechanic"
"Five Hundred Year Diary","acceleration|activated-ability|adds-multiple-mana|card-advantage|draw|draw-card|egg|mana-producer|mana-ramp|mana-rock|mana-rock-with-sets-mechanic|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|pure-draw|ramp|sacrifice-self|staple-with-sets-mechanic|synergy-clue|utility-mana-rock"
"Flare of Cultivation","acceleration|alternate-cost-sacrifice|cycle|cycle-mh3-flare|mana-ramp|manaless-value|ramp|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|synergy-green|tutor|tutor-battlefield|tutor-hand|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|tutor-to-hand"
"Flick a Coin","acceleration|burn|burn-any|burn-battle|burn-creature|burn-planeswalker|burn-player|cantrip|card-advantage|creature-removal|draw|draw-card|mana-ramp|planeswalker-removal|pure-draw|ramp|refund|removal|removal-battle-burn|removal-burn|removal-creature|removal-creature-burn|removal-planeswalker|removal-planeswalker-burn|single-target-instant-sorcery|single-target-spell"
"Flourishing Bloom-Kin","acceleration|bigger-than-mv|face-down-face-up-effects|face-up-face-down-effects|lands-matter|mana-ramp|maro-sorcerer|more-expensive-than-mv|ramp|synergy-forest|synergy-land|turn-face-up-trigger-self|tutor|tutor-battlefield|tutor-forest|tutor-hand|tutor-land|tutor-land-forest|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|tutor-to-hand"
"Flubs, the Fool","acceleration|alliteration|card-advantage|card-names|cast-trigger|cast-trigger-you|discard-outlet|discardoutlet|draw|draw-card|extra-land|hand-size-matters|handsize-matters|hellbent|high-hand-size-matters|landfall|lands-matter|low-hand-size-matters|mana-ramp|naming-scheme|play-additional-land|pure-draw|ramp|repeatable-draw|synergy-land|unique-type-line"
"Flywheel Racer","acceleration|activated-ability|animate|animate-self|becomes-creature|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|tap-fuel-creature|type-change|utility-mana-rock"
"Follow the Tracks","acceleration|card-advantage|conjure|conjure-land|conjure-spellbook|conjure-to-battlefield|mana-ramp|ramp"
"Font of Fertility","acceleration|activated-ability|alliteration|card-names|cycle|cycle-jou-font|mana-ramp|naming-scheme|ramp|ramp-with-set-mechanic|ramp-with-sets-mechanic|sacrifice-self|staple-with-sets-mechanic|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Food Chain","acceleration|activated-ability|adds-multiple-mana|cmc-matters|converted-mana-cost-matters|mana-producer|mana-ramp|mana-value-matters|ramp|restricted-mana|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature"
"Foreboding Statue // Forsaken Thresher","acceleration|activated-ability|intervening-if-clause|mana-ability-with-extra-effect|mana-dork|mana-producer|mana-ramp|ramp|untapper-self|untaps-self"
"Forensic Researcher","acceleration|activated-ability|graveyard-fuel|mana-dork|mana-producer|mana-ramp|ramp|repeatable-crime|tap-creature|tapper|tapper-creature|twiddle|untap-creature|untap-land|untapper|untapper-artifact|untapper-creature|untapper-land|untapper-nonland|untapper-permanent"
"Forger's Foundry","acceleration|activated-ability|alliteration|buff-mana|card-names|cast-from-exile|cast-from-nonhand|cmc-matters|converted-mana-cost-matters|delayed-triggered-ability|free-cast-another|gives-castable-from-exile|gives-castable-from-nonhand|mana-producer|mana-ramp|mana-rock|mana-value-matters|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|naming-scheme|ramp|refund|synergy-instant|synergy-sorcery|utility-mana-rock"
"Forging the Tyrite Sword","acceleration|cycle|cycle-khm-draft-signpost|cycle-khm-u-saga|draft-signpost|mana-ramp|name-matters|ramp|refund|tutor|tutor-artifact|tutor-artifact-equipment|tutor-equipment|tutor-hand|tutor-to|tutor-to-hand|tutors-by-name"
"Foriysian Totem","acceleration|activated-ability|animate|animate-self|becomes-creature|block-additional|color-change|color-change-self|cycle|gains-trample|mana-producer|mana-ramp|mana-rock|mana-rock-with-sets-mechanic|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|refund|staple-with-sets-mechanic|synergy-blocker-self|type-change|utility-mana-rock"
"Forsaken Monument","acceleration|anthem|cast-trigger|cast-trigger-you|colourless-matters|life-gain|lifegain|lord|mana-doubler|mana-flare|mana-increaser|mana-ramp|power-boost-to-all|ramp|synergy-colorless|synergy-colorless-mana|wild-growth"
"Forsworn Paladin","acceleration|activated-ability|combat-trick|evasion|firebreathing|gives-deathtouch|life-payment|mana-dump|mana-ramp|mana-sink|mana-spent-matters|mana-storage|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|synergy-treasure"
"Foundry Groundbreaker","acceleration|animate|animate-self|becomes-creature|conjure|conjure-land|conjure-named|conjure-to-battlefield|creatureland|flavors-of-vanilla|kindred|land-sacrifice|man-land|mana-ramp|manland|ramp|sac-outlet|sacrifice-outlet|sacrifice-outlet-land|synergy-attacker|tribal|tribal-assembly-worker|typal|typal-assembly-worker|typal-creature|type-change|utility-land|virtual-vanilla"
"Foundry Inspector","acceleration|cost-reducer|cost-reducer-artifact|mana-ramp|ramp|synergy-artifact"
"Fountain of Cho","acceleration|activated-ability|adds-multiple-mana|aesthetic-counter|counter-fuel|counter-fuel-aesthetic|counter-fuel-any|counters-matter|cycle|cycle-land|cycle-mmq-storage-land|cycle-mono-land|mana-ramp|mana-storage|ramp|storage-land|tapland"
"Fountain of Ichor","acceleration|activated-ability|animate|animate-self|becomes-creature|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp|refund|type-change|utility-mana-rock"
"Fountainport","acceleration|activated-ability|card-advantage|card-names|draw|draw-card|life-payment|mana-filter|mana-ramp|mana-storage|naming-scheme|portmanteau|pure-draw|ramp|repeatable-creature-tokens|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|sacrifice-outlet-token|utility-land"
"Fractured Powerstone","acceleration|activated-ability|dice-roll|mana-producer|mana-ramp|mana-rock|mana-rock-with-sets-mechanic|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|planechase-mechanic|ramp|refund|roll-planar-die|staple-with-sets-mechanic|utility-mana-rock"
"Freestrider Lookout","acceleration|card-advantage|cheat-mana|cost-ignorer|extra-land|free-casting|impulse|impulse-land|impulse-onto-battlefield|impulse-to-zone|mana-ramp|ramp|sneak-from-library|synergy-crime"
"Frenzied Tilling","acceleration|land-removal|mana-ramp|ramp|removal|removal-destroy|removal-land|single-target-instant-sorcery|single-target-spell|spot-removal|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Freya Crescent","acceleration|activated-ability|evasion|gains-flying|jump|mana-dork|mana-producer|mana-ramp|ramp|restricted-mana|synergy-equipment|unique-type-line"
"Freyalise, Llanowar's Fury","acceleration|activated-ability|alliteration|artifact-removal|burst-draw|card-advantage|card-names|cycle|cycle-c14-planeswalker|disenchant|disenchant-naturalize|draw|draw-card|enchantment-removal|face-commander|mana-ramp|naming-scheme|naturalize|non-creature-commander|oldwalker|pure-draw|ramp|removal|removal-artifact|removal-destroy|removal-enchantment|repeatable-creature-tokens|repeatable-draw|repeatable-removal|repeatable-token-generator|spot-removal|synergy-green|unique-token"
"Frogtosser Banneret","acceleration|cost-reducer|cycle|cycle-lrw-banneret|goblin-synergy|kindred|mana-ramp|noncreature-tribal|noncreature-typal|ramp|tribal|tribal-coupling|tribal-goblin|tribal-rogue|typal|typal-coupling|typal-creature|typal-goblin|typal-rogue"
"From Beyond","acceleration|activated-ability|cda|cda-color|characteristic-defining-ability|kindred|mana-ramp|noncreature-tribal|noncreature-typal|ramp|repeatable-creature-tokens|repeatable-token-generator|sacrifice-self|tribal|tribal-eldrazi|tutor|tutor-creature|tutor-creature-eldrazi|tutor-eldrazi|tutor-hand|tutor-to|tutor-to-hand|typal|typal-creature|typal-eldrazi"
"Frontier Guide","acceleration|activated-ability|mana-ramp|ramp|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield"
"Frontier Siege","acceleration|adds-multiple-mana|alliance|burn|burn-creature|creature-removal|creaturefall|cycle|cycle-frf-siege|etb-other-creature|mana-ramp|modal|named-choice|ramp|removal|removal-burn|removal-creature|removal-creature-burn|removal-creature-fight|removal-fight|repeatable-removal|siege|siege-modal|synergy-flying"
"Frost Fair Lure Fish","acceleration|alliteration|card-names|castable-from-exile|castable-from-nonhand|cheaper-than-mv|enters-in-company|evasion|gives-haste|hate|hate-tribal-human|hate-typal|hate-typal-human|kindred|mana-ramp|multiple-bodies|naming-scheme|ramp|tribal|tribal-coupling|tribal-fish|tribal-hate|typal|typal-coupling|typal-creature|typal-fish|unexile|unique-token"
"Fuel Tank Feaster","acceleration|activated-ability|alliteration|card-names|cmc-matters|converted-mana-cost-matters|cost-reducer|cost-reducer-creature|mana-dork|mana-producer|mana-ramp|mana-value-matters|naming-scheme|ramp|unique-type-line"
"Fungal Reaches","acceleration|activated-ability|adds-multiple-mana|aesthetic-counter|counter-fuel|counter-fuel-aesthetic|counter-fuel-any|counters-matter|cycle|cycle-dual-land|cycle-land|dual-land|mana-filter|mana-ramp|mana-storage|ramp|storage-land"
"Furgul, Quag Nurturer","acceleration|activated-ability|adds-multiple-mana|conjure|conjure-creature|conjure-named|conjure-to-battlefield|gives-1-1-counters|gives-deathtouch|gives-pp-counters|kindred|mana-dork|mana-producer|mana-ramp|noncreature-tribal|noncreature-typal|power-matters|ramp|sac-outlet|sacrifice-outlet|sacrifice-outlet-creature|tribal|tribal-leech|typal|typal-creature|typal-leech"
"Furnace Reins","acceleration|combat-mana|control-changing-effects|gives-haste|mana-ramp|ramp|saboteur|single-target-instant-sorcery|single-target-spell|synergy-battle|theft|theft-threaten|threaten|untap-creature|untapper|untapper-creature"
"Fyndhorn Elder","acceleration|activated-ability|adds-multiple-mana|creature-type-erratum|mana-dork|mana-producer|mana-ramp|ramp|type-errata"
"Fyndhorn Elves","acceleration|activated-ability|creature-type-erratum|mana-dork|mana-producer|mana-ramp|ramp|type-errata"
"Gadrak, the Crown-Scourge","acceleration|evasion|mana-ramp|morbid|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|restricted-attacker|synergy-artifact|unnoted-tracked-information"
"Gaea's Cradle","acceleration|activated-ability|adds-multiple-mana|card-names|creature-count-matters|cycle|cycle-land|cycle-mono-land|mana-ramp|namesake-spell|naming-scheme|ramp"
"Gaea's Touch","acceleration|activated-ability|card-names|cares-about-basic-land|extra-land|mana-ramp|namesake-spell|naming-scheme|play-additional-land|ramp|sacrifice-self|sneak-land|synergy-forest"
"Galactic Wayfarer","acceleration|flavors-of-vanilla|mana-ramp|ramp|tutor|tutor-battlefield|tutor-land|tutor-land-basic|tutor-land-to-battlefield|tutor-onto-battlefield|tutor-to|tutor-to-battlefield|virtual-vanilla"
"Galadriel, Gift-Giver","acceleration|alliteration|attack-trigger|card-names|charm|charm-creature|combat-mana|gives-1-1-counters|gives-pp-counters|life-gain|lifegain|mana-dork|mana-producer|mana-ramp|modal|naming-scheme|ramp|refund|repeatable-crime|repeatable-food|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|synergy-attacker-self|titan-trigger"
"Galadriel, Light of Valinor","acceleration|adds-multiple-mana|alliance|card-advantage|charm|charm-creature|creaturefall|draw|draw-card|etb-other-creature|gains-pp-counters|gives-1-1-counters|gives-1-1-counters-to-all|gives-counters-to-all|gives-pp-counters|gives-pp-counters-to-all|library-manipulation|mana-producer|mana-ramp|modal|power-boost-to-all|pure-draw|ramp|top-deck-manipulation"
"Galadriel of Lothlórien","acceleration|cheat-mana|cost-ignorer|free-casting|intervening-if-clause|library-manipulation|mana-ramp|ramp|scry-matters|sneak-from-library|synergy-ring|synergy-scry|top-deck-manipulation"
"Gala Greeters","acceleration|alliance|alliteration|card-names|charm|charm-creature|creaturefall|etb-other-creature|gains-pp-counters|life-gain|lifegain|mana-ramp|modal|naming-scheme|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures"
"Galazeth Prismari","acceleration|cycle|evasion|gives-mana-ability|mana-ramp|ramp|refund|restricted-mana|synergy-artifact|synergy-instant|synergy-sorcery|tap-fuel-artifact"
"Ganax, Astral Hunter","acceleration|alliance|creaturefall|cycle|cycle-clb-forward-ally-legend|dragon-tribal|etb-other-creature|evasion|kindred|mana-ramp|noncreature-tribal|noncreature-typal|pair-commander|ramp|refund|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|tribal|tribal-dragon|typal|typal-creature|typal-dragon"
"Gargos, Vicious Watcher","acceleration|burn|burn-creature|cost-reducer|creature-removal|cycle|cycle-m20-iconic-legend|hate|hate-target|heroic|kindred|mana-ramp|noncreature-tribal|noncreature-typal|ramp|removal|removal-burn|removal-creature|removal-creature-burn|removal-creature-fight|removal-fight|repeatable-removal|tribal|tribal-hydra|typal|typal-creature|typal-hydra"
"Garruk Wildspeaker","acceleration|activated-ability|cycle|cycle-lorwyn-five|gives-trample|lorwyn-five|mana-ramp|multiple-targets|overrun|power-boost-to-all|ramp|refund|repeatable-creature-tokens|repeatable-crime|repeatable-token-generator|untap-land|untapper|untapper-land"
"Garth One-Eye","acceleration|activated-ability|artifact-removal|burst-draw|card-advantage|cast-from-nonhand|creates-token-of-a-card|creature-removal|draw|draw-card|enchantment-removal|gives-castable-from-nonhand|mana-dork|mana-producer|mana-ramp|pure-draw|ramp|recall|recursion|recursion-any|regrowth|regrowth-any|removal|removal-artifact|removal-creature|removal-destroy|removal-enchantment|spot-removal|token-versions-of-cards|unique-cr-reference"
"Gate to the Aether","acceleration|cheat-mana|cost-ignorer|free-casting|group-hug|mana-ramp|ramp|sneak-from-library|symmetrical|synergy-artifact|synergy-enchantment"
"Gatewatch Beacon","acceleration|activated-ability|counter-movement|intervening-if-clause|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|move-counters|planeswalker-support|ramp|refund|synergy-planeswalker|utility-mana-rock"
"Gauntlet of Might","acceleration|anthem|lord|mana-doubler|mana-flare|mana-increaser|mana-ramp|power-boost-to-all|ramp|symmetrical|synergy-mountain|synergy-red|uninspired|wild-growth"
"Gauntlet of Power","acceleration|anthem|cares-about-basic-land|lord|mana-doubler|mana-flare|mana-increaser|mana-producer|mana-ramp|mana-rock|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|power-boost-to-all|ramp|symmetrical|synergy-color-choose|uninspired|utility-mana-rock|wild-growth"
"Gemcutter Buccaneer","acceleration|alternate-equip-cost|kindred|mana-ramp|noncreature-tribal|noncreature-typal|ramp|repeatable-noncreature-tokens|repeatable-token-generator|repeatable-treasures|synergy-treasure|tribal|tribal-pirate|typal|typal-creature|typal-pirate|type-change|unique-type-line|universal-type-change"
"Gemhide Sliver","acceleration|cycle|gives-mana-ability|kindred|mana-dork|mana-producer|mana-ramp|noncreature-tribal|noncreature-typal|ramp|tribal|tribal-sliver|typal|typal-creature|typal-sliver"
"Gemstone Array","acceleration|activated-ability|counter-fuel|counter-fuel-any|counter-fuel-charge|counters-matter|mana-dump|mana-filter|mana-producer|mana-ramp|mana-rock|mana-sink|mana-storage|manarock|manarock-any-color|manarock-c|manarock-cc|manarock-ccc|manarock-chosen-color|ramp"
